ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,daily_pattern,daily_pattern_lower,daily_pattern_upper,day_of_week,day_of_week_lower,day_of_week_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,holidays,holidays_lower,holidays_upper,hour,hour_lower,hour_upper,is_weekend,is_weekend_lower,is_weekend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,storm_outage,storm_outage_lower,storm_outage_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
1995-08-23 03:00:00,7218421.800353437,-1246208.1153677618,6936912.51978941,7218421.800353437,7218421.800353437,-0.23869036040028033,-0.23869036040028033,-0.23869036040028033,-0.2943878921494508,-0.2943878921494508,-0.2943878921494508,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.009432926121951167,0.009432926121951167,0.009432926121951167,0.0,0.0,0.0,0.005677870970688302,0.005677870970688302,0.005677870970688302,0.0,0.0,0.0,-0.6363553475732849,-0.6363553475732849,-0.6363553475732849,0.0,0.0,0.0,-0.11271002114550485,-0.11271002114550485,-0.11271002114550485,0.0,0.0,0.0,2624940.4866589485
1995-08-23 03:15:00,7217490.044753688,-1531916.6507815209,6712898.13584547,7217490.044753688,7217490.044753688,-0.25050285184488724,-0.25050285184488724,-0.25050285184488724,-0.26461219417356835,-0.26461219417356835,-0.26461219417356835,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.009432926121951167,0.009432926121951167,0.009432926121951167,0.0,0.0,0.0,0.005677870970688302,0.005677870970688302,0.005677870970688302,0.0,0.0,0.0,-0.6186894974503212,-0.6186894974503212,-0.6186894974503212,0.0,0.0,0.0,-0.11300737755381682,-0.11300737755381682,-0.11300737755381682,0.0,0.0,0.0,2752104.7561123325
1995-08-23 03:30:00,7216558.28915394,-1308984.8362970666,7096527.74831693,7216558.28915394,7216558.28915394,-0.2616825016232947,-0.2616825016232947,-0.2616825016232947,-0.2334577603064441,-0.2334577603064441,-0.2334577603064441,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.009432926121951167,0.009432926121951167,0.009432926121951167,0.0,0.0,0.0,0.005677870970688302,0.005677870970688302,0.005677870970688302,0.0,0.0,0.0,-0.5989632873677203,-0.5989632873677203,-0.5989632873677203,0.0,0.0,0.0,-0.11325595155993254,-0.11325595155993254,-0.11325595155993254,0.0,0.0,0.0,2894104.8128015245
1995-08-23 03:45:00,7215626.533554191,-1146728.1372423272,6836240.631824861,7215626.533554191,7215626.533554191,-0.2720423517694478,-0.2720423517694478,-0.2720423517694478,-0.22945500199306146,-0.22945500199306146,-0.22945500199306146,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.009432926121951167,0.009432926121951167,0.009432926121951167,0.0,0.0,0.0,0.005677870970688302,0.005677870970688302,0.005677870970688302,0.0,0.0,0.0,-0.6055202995674082,-0.6055202995674082,-0.6055202995674082,0.0,0.0,0.0,-0.11345587192685003,-0.11345587192685003,-0.11345587192685003,0.0,0.0,0.0,2846418.193389918
1995-08-23 04:00:00,7214694.777954442,-1276263.2324226627,6898076.5804673545,7214694.777954442,7214694.777954442,-0.2813481269004678,-0.2813481269004678,-0.2813481269004678,-0.24342410612818555,-0.24342410612818555,-0.24342410612818555,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.00876494130187019,0.00876494130187019,0.00876494130187019,0.0,0.0,0.0,0.005009886150607325,0.005009886150607325,0.005009886150607325,0.0,0.0,0.0,-0.6296145748314552,-0.6296145748314552,-0.6296145748314552,0.0,0.0,0.0,-0.11360728310467219,-0.11360728310467219,-0.11360728310467219,0.0,0.0,0.0,2672217.792793936
1995-08-23 04:15:00,7213763.022354694,-1701139.134587224,6650624.2095228685,7213763.022354694,7213763.022354694,-0.28932082508119317,-0.28932082508119317,-0.28932082508119317,-0.2614045597203979,-0.2614045597203979,-0.2614045597203979,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.00876494130187019,0.00876494130187019,0.00876494130187019,0.0,0.0,0.0,0.005009886150607325,0.005009886150607325,0.005009886150607325,0.0,0.0,0.0,-0.6556707885130808,-0.6556707885130808,-0.6556707885130808,0.0,0.0,0.0,-0.11371034501335989,-0.11371034501335989,-0.11371034501335989,0.0,0.0,0.0,2483909.333340887
1995-08-23 04:30:00,7212831.266754945,-1684112.3976971537,6341647.344397723,7212831.266754945,7212831.266754945,-0.2956441956499791,-0.2956441956499791,-0.2956441956499791,-0.28309742403856475,-0.28309742403856475,-0.28309742403856475,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.00876494130187019,0.00876494130187019,0.00876494130187019,0.0,0.0,0.0,0.005009886150607325,0.005009886150607325,0.005009886150607325,0.0,0.0,0.0,-0.683741911206012,-0.683741911206012,-0.683741911206012,0.0,0.0,0.0,-0.1137652328193384,-0.1137652328193384,-0.1137652328193384,0.0,0.0,0.0,2281116.2312174384
1995-08-23 04:45:00,7211899.511155197,-1862694.7209032606,6288660.177317243,7211899.511155197,7211899.511155197,-0.2999768916036195,-0.2999768916036195,-0.2999768916036195,-0.3007478740549475,-0.3007478740549475,-0.3007478740549475,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.00876494130187019,0.00876494130187019,0.00876494130187019,0.0,0.0,0.0,0.005009886150607325,0.005009886150607325,0.005009886150607325,0.0,0.0,0.0,-0.7057319610681623,-0.7057319610681623,-0.7057319610681623,0.0,0.0,0.0,-0.11377213671146551,-0.11377213671146551,-0.11377213671146551,0.0,0.0,0.0,2122231.526121119
1995-08-23 05:00:00,7210967.755555448,-2042832.1830180173,6153369.374332442,7210967.755555448,7210967.755555448,-0.3019687021988007,-0.3019687021988007,-0.3019687021988007,-0.3001911454941685,-0.3001911454941685,-0.3001911454941685,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.008096956481789215,0.008096956481789215,0.008096956481789215,0.0,0.0,0.0,0.004341901330526349,0.004341901330526349,0.004341901330526349,0.0,0.0,0.0,-0.7077941528827273,-0.7077941528827273,-0.7077941528827273,0.0,0.0,0.0,-0.11373126167154742,-0.11373126167154742,-0.11373126167154742,0.0,0.0,0.0,2107086.9415474185
1995-08-23 05:15:00,7210035.999955702,-1936108.5770476807,6444103.328937822,7210035.999955702,7210035.999955702,-0.30127992389063574,-0.30127992389063574,-0.30127992389063574,-0.28714466760581464,-0.28714466760581464,-0.28714466760581464,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.008096956481789215,0.008096956481789215,0.008096956481789215,0.0,0.0,0.0,0.004341901330526349,0.004341901330526349,0.004341901330526349,0.0,0.0,0.0,-0.6939704622579161,-0.6939704622579161,-0.6939704622579161,0.0,0.0,0.0,-0.11364282724325492,-0.11364282724325492,-0.11364282724325492,0.0,0.0,0.0,2206483.984170227
1995-08-23 05:30:00,7209104.244355951,-1755286.9658795097,6699344.415371763,7209104.244355951,7209104.244355951,-0.29760264050131124,-0.29760264050131124,-0.29760264050131124,-0.2811173668973113,-0.2811173668973113,-0.2811173668973113,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.008096956481789215,0.008096956481789215,0.008096956481789215,0.0,0.0,0.0,0.004341901330526349,0.004341901330526349,0.004341901330526349,0.0,0.0,0.0,-0.6841301182151358,-0.6841301182151358,-0.6841301182151358,0.0,0.0,0.0,-0.11350706729830241,-0.11350706729830241,-0.11350706729830241,0.0,0.0,0.0,2277138.905439477
1995-08-23 05:45:00,7208172.488756203,-1668200.6505165421,6247451.937235957,7208172.488756203,7208172.488756203,-0.29068247880221687,-0.29068247880221687,-0.29068247880221687,-0.28639415898645865,-0.28639415898645865,-0.28639415898645865,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.008096956481789215,0.008096956481789215,0.008096956481789215,0.0,0.0,0.0,0.004341901330526349,0.004341901330526349,0.004341901330526349,0.0,0.0,0.0,-0.6823039111066531,-0.6823039111066531,-0.6823039111066531,0.0,0.0,0.0,-0.11332422979976685,-0.11332422979976685,-0.11332422979976685,0.0,0.0,0.0,2290008.207746468
1995-08-23 06:00:00,7207240.733156455,-2025149.6127414748,6350702.269739336,7207240.733156455,7207240.733156455,-0.2803393000006177,-0.2803393000006177,-0.2803393000006177,-0.29430525599986207,-0.29430525599986207,-0.29430525599986207,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.007428971661708237,0.007428971661708237,0.007428971661708237,0.0,0.0,0.0,0.003673916510445372,0.003673916510445372,0.003673916510445372,0.0,0.0,0.0,-0.6803101609022078,-0.6803101609022078,-0.6803101609022078,0.0,0.0,0.0,-0.11309457656343627,-0.11309457656343627,-0.11309457656343627,0.0,0.0,0.0,2304081.630321841
1995-08-23 06:15:00,7206308.9775567055,-2053024.2507836833,6246367.633942768,7206308.9775567055,7206308.9775567055,-0.26648529048788094,-0.26648529048788094,-0.26648529048788094,-0.3028522796944232,-0.3028522796944232,-0.3028522796944232,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.007428971661708237,0.007428971661708237,0.007428971661708237,0.0,0.0,0.0,0.003673916510445372,0.003673916510445372,0.003673916510445372,0.0,0.0,0.0,-0.6747269815376306,-0.6747269815376306,-0.6747269815376306,0.0,0.0,0.0,-0.11281838301703469,-0.11281838301703469,-0.11281838301703469,0.0,0.0,0.0,2344017.873102341
1995-08-23 06:30:00,7205377.221956957,-1673990.00657113,6762049.35993122,7205377.221956957,7205377.221956957,-0.24913902886070588,-0.24913902886070588,-0.24913902886070588,-0.30912629269502423,-0.30912629269502423,-0.30912629269502423,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.007428971661708237,0.007428971661708237,0.007428971661708237,0.0,0.0,0.0,0.003673916510445372,0.003673916510445372,0.003673916510445372,0.0,0.0,0.0,-0.6633322878514415,-0.6633322878514415,-0.6633322878514415,0.0,0.0,0.0,-0.11249593795741956,-0.11249593795741956,-0.11249593795741956,0.0,0.0,0.0,2425817.864483585
1995-08-23 06:45:00,7204445.466357209,-1413891.6559719378,6755378.248261537,7204445.466357209,7204445.466357209,-0.22843432480546222,-0.22843432480546222,-0.22843432480546222,-0.2958571046173797,-0.2958571046173797,-0.2958571046173797,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.007428971661708237,0.007428971661708237,0.007428971661708237,0.0,0.0,0.0,0.003673916510445372,0.003673916510445372,0.003673916510445372,0.0,0.0,0.0,-0.6289900010678353,-0.6289900010678353,-0.6289900010678353,0.0,0.0,0.0,-0.11212754330670158,-0.11212754330670158,-0.11212754330670158,0.0,0.0,0.0,2672921.304780027
1995-08-23 07:00:00,7203513.7107574595,-1063252.9099048604,7000005.51558902,7203513.7107574595,7203513.7107574595,-0.20462293574058701,-0.20462293574058701,-0.20462293574058701,-0.2507020350739603,-0.2507020350739603,-0.2507020350739603,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.006760986841627261,0.006760986841627261,0.006760986841627261,0.0,0.0,0.0,0.0030059316903643953,0.0030059316903643953,0.0030059316903643953,0.0,0.0,0.0,-0.5602774978386947,-0.5602774978386947,-0.5602774978386947,0.0,0.0,0.0,-0.11171351386577466,-0.11171351386577466,-0.11171351386577466,0.0,0.0,0.0,3167547.073247539
1995-08-23 07:15:00,7202581.955157711,-211070.41386178197,7861529.467393412,7202581.955157711,7202581.955157711,-0.1780706495682232,-0.1780706495682232,-0.1780706495682232,-0.18936960898812671,-0.18936960898812671,-0.18936960898812671,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.006760986841627261,0.006760986841627261,0.006760986841627261,0.0,0.0,0.0,0.0030059316903643953,0.0030059316903643953,0.0030059316903643953,0.0,0.0,0.0,-0.4719334487827157,-0.4719334487827157,-0.4719334487827157,0.0,0.0,0.0,-0.11125417706799298,-0.11125417706799298,-0.11125417706799298,0.0,0.0,0.0,3803442.612919977
1995-08-23 07:30:00,7201650.199557963,-2689.8517596412967,8520528.197092833,7201650.199557963,7201650.199557963,-0.14924665076811472,-0.14924665076811472,-0.14924665076811472,-0.13826160206977284,-0.13826160206977284,-0.13826160206977284,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.006760986841627261,0.006760986841627261,0.006760986841627261,0.0,0.0,0.0,0.0030059316903643953,0.0030059316903643953,0.0030059316903643953,0.0,0.0,0.0,-0.391497138727219,-0.391497138727219,-0.391497138727219,0.0,0.0,0.0,-0.11074987273095864,-0.11074987273095864,-0.11074987273095864,0.0,0.0,0.0,4382224.752316714
1995-08-23 07:45:00,7200718.443958213,985208.3079934069,9145702.361937815,7200718.443958213,7200718.443958213,-0.11870653422613633,-0.11870653422613633,-0.11870653422613633,-0.09906880863851418,-0.09906880863851418,-0.09906880863851418,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.006760986841627261,0.006760986841627261,0.006760986841627261,0.0,0.0,0.0,0.0030059316903643953,0.0030059316903643953,0.0030059316903643953,0.0,0.0,0.0,-0.3212153088299637,-0.3212153088299637,-0.3212153088299637,0.0,0.0,0.0,-0.11020095280694037,-0.11020095280694037,-0.11020095280694037,0.0,0.0,0.0,4887737.4451845605
1995-08-23 08:00:00,7199786.688358466,1053410.1591366718,9578996.489554225,7199786.688358466,7199786.688358466,-0.0870697656934367,-0.0870697656934367,-0.0870697656934367,-0.04885098673023764,-0.04885098673023764,-0.04885098673023764,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.006093002021546284,0.006093002021546284,0.006093002021546284,0.0,0.0,0.0,0.0023379468702834187,0.0023379468702834187,0.0023379468702834187,0.0,0.0,0.0,-0.23943553153633718,-0.23943553153633718,-0.23943553153633718,0.0,0.0,0.0,-0.10960778113420908,-0.10960778113420908,-0.10960778113420908,0.0,0.0,0.0,5475901.935683112
1995-08-23 08:15:00,7198854.932758716,2459785.7679068134,10414192.787542572,7198854.932758716,7198854.932758716,-0.05499277951835402,-0.05499277951835402,-0.05499277951835402,0.02020454176193119,0.02020454176193119,0.02020454176193119,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.006093002021546284,0.006093002021546284,0.006093002021546284,0.0,0.0,0.0,0.0023379468702834187,0.0023379468702834187,0.0023379468702834187,0.0,0.0,0.0,-0.13766596892094435,-0.13766596892094435,-0.13766596892094435,0.0,0.0,0.0,-0.10897073318606779,-0.10897073318606779,-0.10897073318606779,0.0,0.0,0.0,6207817.593319168
1995-08-23 08:30:00,7197923.1771589685,2675306.480550153,11155417.169190388,7197923.1771589685,7197923.1771589685,-0.023139226051068107,-0.023139226051068107,-0.023139226051068107,0.07446188207812962,0.07446188207812962,0.07446188207812962,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.006093002021546284,0.006093002021546284,0.006093002021546284,0.0,0.0,0.0,0.0023379468702834187,0.0023379468702834187,0.0023379468702834187,0.0,0.0,0.0,-0.05087453777210652,-0.05087453777210652,-0.05087453777210652,0.0,0.0,0.0,-0.10829019582071431,-0.10829019582071431,-0.10829019582071431,0.0,0.0,0.0,6831732.162601874
1995-08-23 08:45:00,7196991.42155922,2784655.984252093,11394273.150703395,7196991.42155922,7196991.42155922,0.007850890739171723,0.007850890739171723,0.007850890739171723,0.07364117490805515,0.07364117490805515,0.07364117490805515,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.006093002021546284,0.006093002021546284,0.006093002021546284,0.0,0.0,0.0,0.0023379468702834187,0.0023379468702834187,0.0023379468702834187,0.0,0.0,0.0,-0.019981499361783457,-0.019981499361783457,-0.019981499361783457,0.0,0.0,0.0,-0.10756656703055661,-0.10756656703055661,-0.10756656703055661,0.0,0.0,0.0,7053184.742062573
1995-08-23 09:00:00,7196059.665959472,2799037.247693632,11135992.005439267,7196059.665959472,7196059.665959472,0.037391327431486134,0.037391327431486134,0.037391327431486134,0.035212881222161575,0.035212881222161575,0.035212881222161575,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.005425017201465308,0.005425017201465308,0.005425017201465308,0.0,0.0,0.0,0.001669962050202442,0.001669962050202442,0.001669962050202442,0.0,0.0,0.0,-0.02877102983678302,-0.02877102983678302,-0.02877102983678302,0.0,0.0,0.0,-0.10680025569189604,-0.10680025569189604,-0.10680025569189604,0.0,0.0,0.0,6989021.618602881
1995-08-23 09:15:00,7195127.910359722,3469727.970468306,11481943.790336655,7195127.910359722,7195127.910359722,0.06497711201215481,0.06497711201215481,0.06497711201215481,0.029959131847014202,0.029959131847014202,0.029959131847014202,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.005425017201465308,0.005425017201465308,0.005425017201465308,0.0,0.0,0.0,0.001669962050202442,0.001669962050202442,0.001669962050202442,0.0,0.0,0.0,-0.005630420253424868,-0.005630420253424868,-0.005630420253424868,0.0,0.0,0.0,-0.1059916813140592,-0.1059916813140592,-0.1059916813140592,0.0,0.0,0.0,7154616.31644725
1995-08-23 09:30:00,7194196.154759973,3428634.042704135,11904557.750516092,7194196.154759973,7194196.154759973,0.09020772172646699,0.09020772172646699,0.09020772172646699,0.08682619856758637,0.08682619856758637,0.08682619856758637,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.005425017201465308,0.005425017201465308,0.005425017201465308,0.0,0.0,0.0,0.001669962050202442,0.001669962050202442,0.001669962050202442,0.0,0.0,0.0,0.07731766370567188,0.07731766370567188,0.07731766370567188,0.0,0.0,0.0,-0.10514127378984678,-0.10514127378984678,-0.10514127378984678,0.0,0.0,0.0,7750434.593686342
1995-08-23 09:45:00,7193264.399160226,3934433.846220321,12280501.806051841,7193264.399160226,7193264.399160226,0.11280443975942739,0.11280443975942739,0.11280443975942739,0.14041115346614233,0.14041115346614233,0.14041115346614233,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.005425017201465308,0.005425017201465308,0.005425017201465308,0.0,0.0,0.0,0.001669962050202442,0.001669962050202442,0.001669962050202442,0.0,0.0,0.0,0.1543911372811303,0.1543911372811303,0.1543911372811303,0.0,0.0,0.0,-0.10424947314590477,-0.10424947314590477,-0.10424947314590477,0.0,0.0,0.0,8303840.67051044
1995-08-23 10:00:00,7192332.6435604775,4018925.4359008907,12487231.22454058,7192332.6435604775,7192332.6435604775,0.13262074564922066,0.13262074564922066,0.13262074564922066,0.12220629736768134,0.12220629736768134,0.12220629736768134,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.004757032381384331,0.004757032381384331,0.004757032381384331,0.0,0.0,0.0,0.001001977230121465,0.001001977230121465,0.001001977230121465,0.0,0.0,0.0,0.15626734610407364,0.15626734610407364,0.15626734610407364,0.0,0.0,0.0,-0.10331672929421269,-0.10331672929421269,-0.10331672929421269,0.0,0.0,0.0,8316259.378067369
1995-08-23 10:15:00,7191400.887960727,3902935.8340607216,12270159.85362143,7191400.887960727,7191400.887960727,0.1496450181605427,0.1496450181605427,0.1496450181605427,0.06750586845105638,0.06750586845105638,0.06750586845105638,0.0037550551512628657,0.0037550551512628657,0.0037550551512628657,0.004757032381384331,0.004757032381384331,0.004757032381384331,0.0,0.0,0.0,0.001001977230121465,0.001001977230121465,0.001001977230121465,0.0,0.0,0.0,0.11956441720938928,0.11956441720938928,0.11956441720938928,0.0,0.0,0.0,-0.10234350178359414,-0.10234350178359414,-0.10234350178359414,0.0,0.0,0.0,8051236.544048836
